date,transaction_id,description,category,type,amount,balance
19/12/2025,TX00861,Daily Sales Deposit,Sales Revenue,Credit,"$1,096.00","$544,156.00"
20/12/2025,TX00862,Daily Sales Deposit,Sales Revenue,Credit,$942.00,"$545,098.00"
21/12/2025,TX00863,Daily Sales Deposit,Sales Revenue,Credit,$754.00,"$545,852.00"
22/12/2025,TX00864,Daily Sales Deposit,Sales Revenue,Credit,$872.00,"$546,724.00"
22/12/2025,TX00865,Maintenance Payment,Operating Expense,Debit,$218.00,"$546,506.00"
23/12/2025,TX00866,Daily Sales Deposit,Sales Revenue,Credit,$882.00,"$547,388.00"
23/12/2025,TX00867,Coffee Supplier Payment,COGS,Debit,$399.00,"$546,989.00"
24/12/2025,TX00868,Daily Sales Deposit,Sales Revenue,Credit,"$1,153.00","$548,142.00"
25/12/2025,TX00869,Daily Sales Deposit,Sales Revenue,Credit,$849.00,"$548,991.00"
26/12/2025,TX00870,Daily Sales Deposit,Sales Revenue,Credit,"$1,011.00","$550,002.00"
27/12/2025,TX00871,Daily Sales Deposit,Sales Revenue,Credit,$830.00,"$550,832.00"
27/12/2025,TX00872,Utility Bill Payment,Operating Expense,Debit,$342.00,"$550,490.00"
28/12/2025,TX00873,Daily Sales Deposit,Sales Revenue,Credit,"$1,144.00","$551,634.00"
28/12/2025,TX00874,Bakery Payment,COGS,Debit,$306.00,"$551,328.00"
29/12/2025,TX00875,Daily Sales Deposit,Sales Revenue,Credit,"$1,090.00","$552,418.00"
30/12/2025,TX00876,Daily Sales Deposit,Sales Revenue,Credit,"$1,049.00","$553,467.00"
31/12/2025,TX00877,Daily Sales Deposit,Sales Revenue,Credit,"$1,141.00","$554,608.00"
